iter	RMSE
440	9.165177096
441	9.159051615
442	9.151973239
443	9.14258118
444	9.131551159
445	9.122198754
446	9.110466501
447	9.099693025
448	9.091212575
449	9.083224562
450	9.072718888
451	9.06189548
452	9.054647631
453	9.04698367
454	9.036082897
455	9.029156308
456	9.01702605
457	9.008409205
458	9.000325461
459	8.992560128
460	8.975882389
461	8.968197276
462	8.960458033
463	8.952733398
464	8.942027078
465	8.935444141
466	8.925717492
467	8.917634064
468	8.910948901
469	8.902159392
470	8.890905149
471	8.88340561
472	8.875601905
473	8.864713881
474	8.859125891
475	8.851953609
476	8.840839145
477	8.82913363
478	8.820415775
479	8.81682549
480	8.806431903
481	8.798591938
482	8.785340053
483	8.781102548
484	8.772575786
485	8.763266744
486	8.755327906
487	8.749439546
488	8.735903672
489	8.730702271
490	8.724281802
491	8.714076562
492	8.708264474
493	8.701531929
494	8.693942396
495	8.68696184
496	8.680380349
497	8.671463729
498	8.660802441
499	8.651106719
500	8.644227386
501	8.63715659
502	8.629306257
503	8.618862663
504	8.606580309
505	8.598748046
506	8.593101115
507	8.585455106
508	8.576046573
509	8.569474947
510	8.565117925
511	8.559166231
512	8.549209292
513	8.543226651
514	8.536634847
515	8.530072296
516	8.517673639
517	8.510226808
518	8.506099849
519	8.50203685
520	8.492813274
521	8.487675572
522	8.475572934
523	8.469560555
524	8.462919886
525	8.457039423
526	8.45122093
527	8.443071198
528	8.43221682
529	8.423939213
530	8.414527524
531	8.409441649
532	8.404701869
533	8.396107502
534	8.389212057
535	8.379080832
536	8.373559565
537	8.362610905
538	8.356550032
539	8.346858549
540	8.339297251
541	8.333325496
542	8.327194827
543	8.317422928
544	8.311901297
545	8.304392825
546	8.295018806
547	8.286584054
548	8.276874141
549	8.269244286
550	8.260728044
551	8.255538244
552	8.245034291
553	8.240225355
554	8.236449116
555	8.230919777
556	8.216914078
557	8.208105001
558	8.198490487
559	8.193339926
560	8.187266492
561	8.182894639
562	8.174150101
563	8.16444589
564	8.153622835
565	8.147507567
566	8.136409071
567	8.130997264
568	8.121724173
569	8.115000277
570	8.103782911
571	8.097285179
572	8.08902378
573	8.082999602
574	8.072956096
575	8.068719494
576	8.056868342
577	8.049046103
578	8.042628192
579	8.038209341
580	8.029030465
581	8.024567936
582	8.018516561
583	8.009748726
584	8.002354501
585	7.993621699
586	7.986743875
587	7.981435739
588	7.976962608
589	7.970102291
590	7.965837559
591	7.956606096
592	7.949800081
593	7.945433579
594	7.936897108
595	7.931504814
596	7.924125116
597	7.919395447
598	7.915166852
599	7.906155436
600	7.898706732
601	7.891480255
602	7.885679534
603	7.88025045
604	7.873290872
605	7.867576413
606	7.858945496
607	7.854947731
608	7.848420816
609	7.836793117
610	7.82924333
611	7.824144039
612	7.818284349
613	7.809240033
614	7.80459302
615	7.800259715
616	7.795476858
617	7.789990026
618	7.781439653
619	7.775526226
620	7.770308454
621	7.76637642
622	7.760617882
623	7.753093681
624	7.749857347
625	7.74425445
626	7.738499953
627	7.732842505
628	7.723300578
629	7.716906849
630	7.713398015
631	7.707326256
632	7.69909154
633	7.693664603
634	7.689380623
635	7.678992407
636	7.675617245
637	7.669103033
638	7.665619644
639	7.659785992
640	7.653933831
641	7.646019695
642	7.640196332
643	7.632189252
644	7.622836709
645	7.615543371
646	7.610445141
647	7.602344905
648	7.598499777
649	7.58977454
650	7.582107266
651	7.576718783
652	7.570620115
653	7.561977043
654	7.556225565
655	7.550937528
656	7.543197952
657	7.538645748
658	7.532256816
659	7.524529842
660	7.518557473
661	7.513104048
662	7.508784804
663	7.502255674
664	7.497758192
665	7.494573386
666	7.487847615
667	7.480433145
668	7.477060347
669	7.471184148
670	7.465461802
671	7.460555068
672	7.455354803
673	7.448673048
674	7.444651239
675	7.438134666
676	7.433159514
677	7.428185949
678	7.424001319
679	7.418513593
680	7.415128982
681	7.408549421
682	7.404600374
683	7.400324991
684	7.395855214
685	7.392160732
686	7.385301372
687	7.376875873
688	7.369495308
689	7.360912952
690	7.358100536
691	7.354283325
692	7.347590286
693	7.342977059
694	7.33690202
695	7.331933231
696	7.329130586
697	7.323781667
698	7.321871066
699	7.316575367
700	7.309713254
701	7.303581468
702	7.296792651
703	7.289477919
704	7.284867995
705	7.278157377
706	7.27135789
707	7.266852502
708	7.262477236
709	7.253325768
710	7.248611022
711	7.24381936
712	7.2413662
713	7.236423429
714	7.230722687
715	7.222249451
716	7.216257527
717	7.21358836
718	7.209748282
719	7.204253144
720	7.198348749
721	7.193754181
722	7.187917147
723	7.183606692
724	7.177645214
725	7.171523043
726	7.16851908
727	7.16154626
728	7.157799368
729	7.153372866
730	7.150231537
731	7.144552717
732	7.1389382
733	7.132195354
734	7.12717981
735	7.123241341
736	7.114773192
737	7.109013796
738	7.105268068
739	7.100806888
740	7.094648744
741	7.087241252
742	7.082030732
743	7.078335262
744	7.072382908
745	7.064735646
746	7.059707464
747	7.05608241
748	7.052425648
749	7.047899353
750	7.042553508
751	7.03966591
752	7.034711251
753	7.031103901
754	7.025912643
755	7.022570012
756	7.016044642
757	7.006505828
758	6.999161768
759	6.994859385
760	6.989808071
761	6.983635268
762	6.977225347
763	6.966364974
764	6.962563933
765	6.958880233
766	6.953609175
767	6.948578942
768	6.942826339
769	6.939112797
770	6.934426691
771	6.928025952
772	6.921960529
773	6.918244245
774	6.914983335
775	6.911684511
776	6.907452996
777	6.903194897
778	6.898557314
779	6.892657414
780	6.887501832
781	6.884281679
782	6.881051267
783	6.877400167
784	6.873974891
785	6.871166305
786	6.866215193
787	6.861334924
788	6.855995234
789	6.852239814
790	6.846142989
791	6.842385359
792	6.836377774
793	6.831782191
794	6.826626951
795	6.821307387
796	6.815910871
797	6.812142132
798	6.808220606
799	6.800553863
800	6.79701985
801	6.789948193
802	6.784250371
803	6.781244827
804	6.776519617
805	6.774338645
806	6.769885376
807	6.765555023
808	6.760260749
809	6.752427598
810	6.748998282
811	6.744827694
812	6.741184073
813	6.736639954
814	6.732291611
815	6.727834979
816	6.725071603
817	6.721501053
818	6.719233702
819	6.71418314
820	6.70832185
821	6.70206323
822	6.699849045
823	6.696121195
824	6.689591663
825	6.684882615
826	6.679745019
827	6.675344237
828	6.67120471
829	6.666816842
830	6.663380654
831	6.658224302
832	6.653104566
833	6.64657244
834	6.643968364
835	6.640421514
836	6.636305693
837	6.633961799
838	6.627783343
839	6.623552816
840	6.619253054
841	6.616913342
842	6.613941201
843	6.610986755
844	6.606263636
845	6.601344828
846	6.596273696
847	6.591366198
848	6.588483183
849	6.586240119
850	6.580298143
851	6.576645601
852	6.573500011
853	6.569609252
854	6.564423826
855	6.560178746
856	6.551452872
857	6.543361708
858	6.540796251
859	6.534516615
860	6.531368666
861	6.528216949
862	6.52501615
863	6.522673483
864	6.516232904
865	6.513432262
866	6.508386629
867	6.504623238
868	6.499459401
869	6.496083869
870	6.491247091
871	6.486397724
872	6.482463279
873	6.48061895
874	6.477222864
875	6.47454663
876	6.470164036
877	6.467862835
878	6.464831882
879	6.46024604
880	6.454843366
881	6.448906419
882	6.444116786
883	6.439327407
884	6.435913744
885	6.43331162
886	6.430993433
887	6.429727998
888	6.427276921
889	6.423808923
890	6.420203511
891	6.418046975
892	6.414879455
893	6.412115206
894	6.407815408
895	6.402365214
896	6.402011429
897	6.39903443
898	6.395915713
899	6.393302146
900	6.389154825
901	6.386287693
902	6.383026969
903	6.381713679
904	6.377527121
905	6.374109576
906	6.369474323
907	6.365735223
908	6.364192329
909	6.362033473
910	6.359411429
911	6.358438882
912	6.355500843
913	6.351387844
914	6.345612429
915	6.342371995
916	6.339002004
917	6.33687745
918	6.336830361
919	6.331977714
920	6.327403307
921	6.324304811
922	6.320719005
923	6.317292944
924	6.31516267
925	6.311981036
926	6.308606998
927	6.304165702
928	6.300036439
929	6.297070138
930	6.294907389
931	6.292944088
932	6.288851736
933	6.286139467
934	6.283373603
935	6.282572894
936	6.280138695
937	6.276712255
938	6.273310313
939	6.27065092
940	6.2670069
941	6.263078274
942	6.258394576
943	6.254707364
944	6.252174445
945	6.248767635
946	6.245841964
947	6.244389121
948	6.241514606
949	6.237393517
950	6.236754941
951	6.234627819
952	6.231277585
953	6.227454789
954	6.221257591
955	6.218025324
956	6.213726897
957	6.209552032
958	6.204635054
959	6.201629119
960	6.196606398
961	6.193838037
962	6.189052675
963	6.186747984
964	6.183014422
965	6.180676521
966	6.178133388
967	6.174661292
968	6.171126223
969	6.167393321
970	6.16019776
971	6.156762715
972	6.15211577
973	6.146209121
974	6.142333656
975	6.138828704
976	6.135503593
977	6.132714647
978	6.128894591
979	6.126102795
980	6.123709303
981	6.12129294
982	6.119695716
983	6.115781513
984	6.112888648
985	6.10994913
986	6.107961027
987	6.103136409
988	6.100861126
989	6.091939032
990	6.088954717
991	6.085437996
992	6.083889783
993	6.079346679
994	6.078068023
995	6.071512931
996	6.066584833
997	6.063631371
998	6.059024137
999	6.0554778
